"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"4446","Provider","Wirral University Teaching Hospital NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",1711,1015,76,63.7638807714787
"4447","Provider","Wirral University Teaching Hospital NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",78,5,0,6.41025641025641
"4448","Provider","Wirral University Teaching Hospital NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4449","Provider","Wrightington, Wigan and Leigh NHS Foundation Trust","June 2023",2023-06-01,"Audiology",30,0,0,0
"4450","Provider","Wrightington, Wigan and Leigh NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4451","Provider","Wrightington, Wigan and Leigh NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",543,116,0,21.3627992633518
"4452","Provider","Wrightington, Wigan and Leigh NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",739,140,0,18.9445196211096
"4453","Provider","Wye Valley NHS Trust","June 2023",2023-06-01,"Audiology",248,16,2,7.25806451612903
"4454","Provider","Wye Valley NHS Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4455","Provider","Wye Valley NHS Trust","June 2023",2023-06-01,"Occupational Therapy",96,30,7,38.5416666666667
"4456","Provider","Wye Valley NHS Trust","June 2023",2023-06-01,"Speech And Language",416,173,5,42.7884615384615
"4457","Provider","York and Scarborough Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4458","Provider","York and Scarborough Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4459","Provider","York and Scarborough Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4460","Provider","York and Scarborough Teaching Hospitals NHS Foundation Trust","June 2023",2023-06-01,"Speech And Language",NA,NA,NA,NA
"4461","Provider","Your Healthcare","June 2023",2023-06-01,"Audiology",NA,NA,NA,NA
"4462","Provider","Your Healthcare","June 2023",2023-06-01,"Community Paediatric Service",NA,NA,NA,NA
"4463","Provider","Your Healthcare","June 2023",2023-06-01,"Occupational Therapy",NA,NA,NA,NA
"4464","Provider","Your Healthcare","June 2023",2023-06-01,"Speech And Language",369,151,42,52.3035230352304
"4465","National","England","July 2023",2023-07-01,"Audiology",19281,3546,661,21.8194077070691
"4466","National","England","July 2023",2023-07-01,"Community Paediatric Service",81785,30702,11771,51.9325059607507
"4467","National","England","July 2023",2023-07-01,"Occupational Therapy",19400,5393,1105,33.4948453608247
"4468","National","England","July 2023",2023-07-01,"Speech And Language",68352,23523,3670,39.7837663857678
"4469","Region","EAST OF ENGLAND","July 2023",2023-07-01,"Audiology",2189,473,2,21.6994061215167
"4470","Region","EAST OF ENGLAND","July 2023",2023-07-01,"Community Paediatric Service",17362,6696,3277,57.4415389932036
"4471","Region","EAST OF ENGLAND","July 2023",2023-07-01,"Occupational Therapy",1354,302,2,22.4519940915805
"4472","Region","EAST OF ENGLAND","July 2023",2023-07-01,"Speech And Language",5836,2057,322,40.7642220699109
"4473","Region","LONDON","July 2023",2023-07-01,"Audiology",2485,764,268,41.5291750503018
"4474","Region","LONDON","July 2023",2023-07-01,"Community Paediatric Service",10551,3669,1174,45.9008624774903
"4475","Region","LONDON","July 2023",2023-07-01,"Occupational Therapy",3635,1140,139,35.1856946354883
"4476","Region","LONDON","July 2023",2023-07-01,"Speech And Language",8411,2214,135,27.9277137082392
"4477","Region","MIDLANDS","July 2023",2023-07-01,"Audiology",3924,677,363,26.5035677879715
"4478","Region","MIDLANDS","July 2023",2023-07-01,"Community Paediatric Service",14678,5899,1962,53.5563428259981
"4479","Region","MIDLANDS","July 2023",2023-07-01,"Occupational Therapy",1614,185,43,14.1263940520446
"4480","Region","MIDLANDS","July 2023",2023-07-01,"Speech And Language",12697,4603,219,37.9774749940931
"4481","Region","NORTH EAST AND YORKSHIRE","July 2023",2023-07-01,"Audiology",3345,514,10,15.6651718983558
"4482","Region","NORTH EAST AND YORKSHIRE","July 2023",2023-07-01,"Community Paediatric Service",5351,2434,286,50.8316202578957
"4483","Region","NORTH EAST AND YORKSHIRE","July 2023",2023-07-01,"Occupational Therapy",3826,913,535,37.8463146889702
"4484","Region","NORTH EAST AND YORKSHIRE","July 2023",2023-07-01,"Speech And Language",14467,4903,1179,42.0405059791249
"4485","Region","NORTH WEST","July 2023",2023-07-01,"Audiology",5207,1075,15,20.9333589398886
"4486","Region","NORTH WEST","July 2023",2023-07-01,"Community Paediatric Service",9799,4464,275,48.362077763037
"4487","Region","NORTH WEST","July 2023",2023-07-01,"Occupational Therapy",2958,792,77,29.3779580797836
"4488","Region","NORTH WEST","July 2023",2023-07-01,"Speech And Language",12338,5214,568,46.8633490030799
"4489","Region","SOUTH EAST","July 2023",2023-07-01,"Audiology",1564,32,3,2.23785166240409
"4490","Region","SOUTH EAST","July 2023",2023-07-01,"Community Paediatric Service",13870,5369,2313,55.3857245854362
"4491","Region","SOUTH EAST","July 2023",2023-07-01,"Occupational Therapy",3820,1223,291,39.6335078534031
"4492","Region","SOUTH EAST","July 2023",2023-07-01,"Speech And Language",7673,2253,132,31.0830183761241
"4493","Region","SOUTH WEST","July 2023",2023-07-01,"Audiology",567,11,0,1.94003527336861
"4494","Region","SOUTH WEST","July 2023",2023-07-01,"Community Paediatric Service",10174,2171,2484,45.7538824454492
"4495","Region","SOUTH WEST","July 2023",2023-07-01,"Occupational Therapy",2193,838,18,39.0332877336981
"4496","Region","SOUTH WEST","July 2023",2023-07-01,"Speech And Language",6930,2279,1115,48.975468975469
"4497","ICB","Bath and North East Somerset, Swindon and Wiltshire","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4498","ICB","Bath and North East Somerset, Swindon and Wiltshire","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4499","ICB","Bath and North East Somerset, Swindon and Wiltshire","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4500","ICB","Bath and North East Somerset, Swindon and Wiltshire","July 2023",2023-07-01,"Speech And Language",NA,NA,NA,NA
"4501","ICB","Bedfordshire, Luton and Milton Keynes","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4502","ICB","Bedfordshire, Luton and Milton Keynes","July 2023",2023-07-01,"Community Paediatric Service",60,0,0,0
"4503","ICB","Bedfordshire, Luton and Milton Keynes","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4504","ICB","Bedfordshire, Luton and Milton Keynes","July 2023",2023-07-01,"Speech And Language",NA,NA,NA,NA
"4505","ICB","Birmingham and Solihull","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4506","ICB","Birmingham and Solihull","July 2023",2023-07-01,"Community Paediatric Service",2985,1733,286,67.6381909547739
"4507","ICB","Birmingham and Solihull","July 2023",2023-07-01,"Occupational Therapy",292,31,1,10.958904109589
"4508","ICB","Birmingham and Solihull","July 2023",2023-07-01,"Speech And Language",2854,1221,64,45.0245269796776
"4509","ICB","Black Country","July 2023",2023-07-01,"Audiology",1287,330,171,38.9277389277389
"4510","ICB","Black Country","July 2023",2023-07-01,"Community Paediatric Service",1448,841,15,59.1160220994475
"4511","ICB","Black Country","July 2023",2023-07-01,"Occupational Therapy",188,32,6,20.2127659574468
"4512","ICB","Black Country","July 2023",2023-07-01,"Speech And Language",2247,871,30,40.0979083222074
"4513","ICB","Bristol, North Somerset and South Gloucestershire","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4514","ICB","Bristol, North Somerset and South Gloucestershire","July 2023",2023-07-01,"Community Paediatric Service",8218,1315,1983,40.1314188366999
"4515","ICB","Bristol, North Somerset and South Gloucestershire","July 2023",2023-07-01,"Occupational Therapy",426,165,7,40.3755868544601
"4516","ICB","Bristol, North Somerset and South Gloucestershire","July 2023",2023-07-01,"Speech And Language",595,73,4,12.9411764705882
"4517","ICB","Buckinghamshire, Oxfordshire and Berkshire West","July 2023",2023-07-01,"Audiology",300,0,0,0
"4518","ICB","Buckinghamshire, Oxfordshire and Berkshire West","July 2023",2023-07-01,"Community Paediatric Service",1707,534,508,61.0427650849443
"4519","ICB","Buckinghamshire, Oxfordshire and Berkshire West","July 2023",2023-07-01,"Occupational Therapy",1508,672,228,59.6816976127321
"4520","ICB","Buckinghamshire, Oxfordshire and Berkshire West","July 2023",2023-07-01,"Speech And Language",1471,335,75,27.8721957851801
"4521","ICB","Cambridgeshire and Peterborough","July 2023",2023-07-01,"Audiology",1547,472,2,30.6399482870071
"4522","ICB","Cambridgeshire and Peterborough","July 2023",2023-07-01,"Community Paediatric Service",3655,1519,590,57.7017783857729
"4523","ICB","Cambridgeshire and Peterborough","July 2023",2023-07-01,"Occupational Therapy",322,15,0,4.6583850931677
"4524","ICB","Cambridgeshire and Peterborough","July 2023",2023-07-01,"Speech And Language",2829,1286,294,55.8501237186285
"4525","ICB","Cheshire and Merseyside","July 2023",2023-07-01,"Audiology",3195,529,13,16.9640062597809
"4526","ICB","Cheshire and Merseyside","July 2023",2023-07-01,"Community Paediatric Service",6864,3550,261,55.5215617715618
"4527","ICB","Cheshire and Merseyside","July 2023",2023-07-01,"Occupational Therapy",1263,271,55,25.8115597783056
"4528","ICB","Cheshire and Merseyside","July 2023",2023-07-01,"Speech And Language",5628,2319,434,48.9161336176262
"4529","ICB","Cornwall and The Isles Of Scilly","July 2023",2023-07-01,"Audiology",185,11,0,5.94594594594595
"4530","ICB","Cornwall and The Isles Of Scilly","July 2023",2023-07-01,"Community Paediatric Service",685,376,93,68.4671532846715
"4531","ICB","Cornwall and The Isles Of Scilly","July 2023",2023-07-01,"Occupational Therapy",11,0,0,0
"4532","ICB","Cornwall and The Isles Of Scilly","July 2023",2023-07-01,"Speech And Language",771,262,5,34.6303501945525
"4533","ICB","Coventry and Warwickshire","July 2023",2023-07-01,"Audiology",115,0,0,0
"4534","ICB","Coventry and Warwickshire","July 2023",2023-07-01,"Community Paediatric Service",690,258,2,37.6811594202899
"4535","ICB","Coventry and Warwickshire","July 2023",2023-07-01,"Occupational Therapy",258,51,33,32.5581395348837
"4536","ICB","Coventry and Warwickshire","July 2023",2023-07-01,"Speech And Language",826,330,15,41.7675544794189
"4537","ICB","Derby and Derbyshire","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4538","ICB","Derby and Derbyshire","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4539","ICB","Derby and Derbyshire","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4540","ICB","Derby and Derbyshire","July 2023",2023-07-01,"Speech And Language",911,257,0,28.2107574094402
"4541","ICB","Devon","July 2023",2023-07-01,"Audiology",382,0,0,0
"4542","ICB","Devon","July 2023",2023-07-01,"Community Paediatric Service",1048,454,408,82.2519083969466
"4543","ICB","Devon","July 2023",2023-07-01,"Occupational Therapy",683,339,8,50.805270863836
"4544","ICB","Devon","July 2023",2023-07-01,"Speech And Language",3922,1606,1106,69.1483936766956
"4545","ICB","Dorset","July 2023",2023-07-01,"Audiology",0,0,0,NA
"4546","ICB","Dorset","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4547","ICB","Dorset","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4548","ICB","Dorset","July 2023",2023-07-01,"Speech And Language",119,28,0,23.5294117647059
"4549","ICB","Frimley","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4550","ICB","Frimley","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4551","ICB","Frimley","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4552","ICB","Frimley","July 2023",2023-07-01,"Speech And Language",NA,NA,NA,NA
"4553","ICB","Gloucestershire","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4554","ICB","Gloucestershire","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4555","ICB","Gloucestershire","July 2023",2023-07-01,"Occupational Therapy",521,193,2,37.4280230326296
"4556","ICB","Gloucestershire","July 2023",2023-07-01,"Speech And Language",815,81,0,9.93865030674847
"4557","ICB","Greater Manchester","July 2023",2023-07-01,"Audiology",1846,543,2,29.5232936078006
"4558","ICB","Greater Manchester","July 2023",2023-07-01,"Community Paediatric Service",1560,376,13,24.9358974358974
"4559","ICB","Greater Manchester","July 2023",2023-07-01,"Occupational Therapy",1305,421,21,33.8697318007663
"4560","ICB","Greater Manchester","July 2023",2023-07-01,"Speech And Language",3331,1170,16,35.6049234464125
"4561","ICB","Hampshire and Isle Of Wight","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4562","ICB","Hampshire and Isle Of Wight","July 2023",2023-07-01,"Community Paediatric Service",202,192,10,100
"4563","ICB","Hampshire and Isle Of Wight","July 2023",2023-07-01,"Occupational Therapy",519,217,18,45.2793834296724
"4564","ICB","Hampshire and Isle Of Wight","July 2023",2023-07-01,"Speech And Language",1628,749,15,46.9287469287469
"4565","ICB","Herefordshire and Worcestershire","July 2023",2023-07-01,"Audiology",268,41,2,16.044776119403
"4566","ICB","Herefordshire and Worcestershire","July 2023",2023-07-01,"Community Paediatric Service",NA,NA,NA,NA
"4567","ICB","Herefordshire and Worcestershire","July 2023",2023-07-01,"Occupational Therapy",85,33,3,42.3529411764706
"4568","ICB","Herefordshire and Worcestershire","July 2023",2023-07-01,"Speech And Language",389,191,5,50.3856041131105
"4569","ICB","Hertfordshire and West Essex","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4570","ICB","Hertfordshire and West Essex","July 2023",2023-07-01,"Community Paediatric Service",6429,2337,2085,68.782081194587
"4571","ICB","Hertfordshire and West Essex","July 2023",2023-07-01,"Occupational Therapy",545,153,0,28.0733944954128
"4572","ICB","Hertfordshire and West Essex","July 2023",2023-07-01,"Speech And Language",1797,528,25,30.7735114079021
"4573","ICB","Humber and North Yorkshire","July 2023",2023-07-01,"Audiology",273,128,1,47.2527472527473
"4574","ICB","Humber and North Yorkshire","July 2023",2023-07-01,"Community Paediatric Service",326,126,0,38.6503067484663
"4575","ICB","Humber and North Yorkshire","July 2023",2023-07-01,"Occupational Therapy",136,48,0,35.2941176470588
"4576","ICB","Humber and North Yorkshire","July 2023",2023-07-01,"Speech And Language",1878,706,23,38.8178913738019
"4577","ICB","Kent and Medway","July 2023",2023-07-01,"Audiology",518,0,0,0
"4578","ICB","Kent and Medway","July 2023",2023-07-01,"Community Paediatric Service",5918,2750,828,60.4596147347077
"4579","ICB","Kent and Medway","July 2023",2023-07-01,"Occupational Therapy",1038,148,13,15.5105973025048
"4580","ICB","Kent and Medway","July 2023",2023-07-01,"Speech And Language",1346,332,8,25.260029717682
"4581","ICB","Lancashire and South Cumbria","July 2023",2023-07-01,"Audiology",166,3,0,1.80722891566265
"4582","ICB","Lancashire and South Cumbria","July 2023",2023-07-01,"Community Paediatric Service",1375,538,1,39.2
"4583","ICB","Lancashire and South Cumbria","July 2023",2023-07-01,"Occupational Therapy",390,100,1,25.8974358974359
"4584","ICB","Lancashire and South Cumbria","July 2023",2023-07-01,"Speech And Language",3379,1725,118,54.5427641313998
"4585","ICB","Leicester, Leicestershire and Rutland","July 2023",2023-07-01,"Audiology",1321,19,0,1.43830431491294
"4586","ICB","Leicester, Leicestershire and Rutland","July 2023",2023-07-01,"Community Paediatric Service",4536,1571,1640,70.789241622575
"4587","ICB","Leicester, Leicestershire and Rutland","July 2023",2023-07-01,"Occupational Therapy",118,4,0,3.38983050847458
"4588","ICB","Leicester, Leicestershire and Rutland","July 2023",2023-07-01,"Speech And Language",698,0,0,0
"4589","ICB","Lincolnshire","July 2023",2023-07-01,"Audiology",NA,NA,NA,NA
"4590","ICB","Lincolnshire","July 2023",2023-07-01,"Community Paediatric Service",1818,617,0,33.9383938393839
"4591","ICB","Lincolnshire","July 2023",2023-07-01,"Occupational Therapy",NA,NA,NA,NA
"4592","ICB","Lincolnshire","July 2023",2023-07-01,"Speech And Language",NA,NA,NA,NA
"4593","ICB","Mid and South Essex","July 2023",2023-07-01,"Audiology",246,1,0,0.40650406504065
"4594","ICB","Mid and South Essex","July 2023",2023-07-01,"Community Paediatric Service",6057,2526,596,51.5436684827472
"4595","ICB","Mid and South Essex","July 2023",2023-07-01,"Occupational Therapy",219,109,2,50.6849315068493
